idx,score,length,gc,frac_a,frac_t,frac_c,frac_g,entropy_bits,cpg_density,longest_run,runs_ge_5,mean_unpair_prob
3679,0.9996152520179749,100,0.7,0.19,0.11,0.35,0.35,1.8657143723088643,0.12,5,1,nan
3680,0.9981846809387207,100,0.7,0.15,0.15,0.26,0.44,1.8475247721750745,0.09,4,0,nan
3681,0.9919722676277161,100,0.6,0.12,0.28,0.29,0.31,1.9229859667051294,0.07,4,0,nan
3682,0.9894573092460632,100,0.68,0.18,0.14,0.17,0.51,1.7724343930090234,0.02,4,0,nan
3683,0.9992725849151611,100,0.55,0.25,0.2,0.27,0.28,1.9886275195933054,0.06,3,0,nan
3691,0.9872318506240845,100,0.71,0.14,0.15,0.31,0.4,1.860220817170506,0.16,4,0,nan
3692,0.9944389462471008,100,0.77,0.13,0.1,0.36,0.41,1.7728368945149997,0.18,4,0,nan
3701,0.977862536907196,100,0.61,0.26,0.13,0.18,0.43,1.8568043549181805,0.06,6,2,nan
3703,0.9925578832626343,100,0.76,0.13,0.11,0.48,0.28,1.755420169843996,0.11,5,1,nan
3705,0.9979523420333862,100,0.62,0.18,0.2,0.25,0.37,1.9404222778112432,0.05,5,1,nan
3714,0.9974555969238281,100,0.63,0.18,0.19,0.36,0.27,1.9411708358574582,0.11,3,0,nan
3716,0.9878189563751221,100,0.63,0.17,0.2,0.18,0.45,1.8626814941767247,0.03,4,0,nan
3720,0.9956879615783691,100,0.64,0.21,0.15,0.25,0.39,1.9131650288499493,0.07,5,1,nan
3721,0.9993028044700623,100,0.62,0.18,0.2,0.24,0.38,1.934280615255996,0.1,5,1,nan
3724,0.9910600185394287,100,0.69,0.17,0.14,0.24,0.45,1.8442329241526716,0.13,4,0,nan
3725,0.978308379650116,100,0.54,0.21,0.25,0.27,0.27,1.992866232379231,0.05,3,0,nan
3729,0.9988858103752136,100,0.8,0.13,0.07,0.25,0.55,1.6255722919901063,0.11,6,1,nan
3731,0.9963042140007019,100,0.74,0.11,0.15,0.47,0.27,1.7828087365107181,0.13,5,1,nan
3732,0.9636218547821045,100,0.61,0.19,0.2,0.2,0.41,1.9113824023720842,0.04,4,0,nan
3738,0.952058732509613,100,0.6,0.18,0.22,0.29,0.31,1.9675793886079758,0.05,3,0,nan
3740,0.993928074836731,100,0.66,0.19,0.15,0.41,0.25,1.89315600354207,0.11,5,1,nan
3742,0.9612681865692139,100,0.7,0.17,0.13,0.56,0.14,1.682781897963502,0.06,5,1,nan
3743,0.9995306134223938,100,0.74,0.09,0.17,0.49,0.25,1.7515223855722257,0.12,4,0,nan
3744,0.9975489974021912,100,0.74,0.14,0.12,0.28,0.46,1.7937331226377664,0.11,5,2,nan
3747,0.987311840057373,100,0.66,0.18,0.16,0.34,0.32,1.9235323234899933,0.06,5,1,nan
3748,0.9932240843772888,100,0.66,0.09,0.25,0.48,0.18,1.7662303915954642,0.04,4,0,nan
3749,0.9991141557693481,100,0.65,0.1,0.25,0.43,0.22,1.8363305322201997,0.09,4,0,nan
3750,0.998647928237915,100,0.85,0.11,0.04,0.53,0.32,1.5475208708061263,0.22,5,1,nan
3757,0.9909684062004089,100,0.7,0.05,0.25,0.49,0.21,1.6932012551866837,0.09,4,0,nan
3761,0.9819161891937256,100,0.67,0.14,0.19,0.32,0.35,1.9084712172016407,0.1,3,0,nan
3764,0.9962229132652283,100,0.65,0.19,0.16,0.31,0.34,1.9312117399753967,0.08,5,2,nan
3766,0.9955331087112427,100,0.6,0.24,0.16,0.15,0.45,1.846097706912016,0.05,5,1,nan
3767,0.9516827464103699,100,0.77,0.14,0.09,0.39,0.38,1.7700139300920126,0.14,5,1,nan
3769,0.9953484535217285,100,0.63,0.23,0.14,0.26,0.37,1.920795178794152,0.08,6,2,nan
3779,0.9987894892692566,100,0.57,0.14,0.29,0.39,0.18,1.8901186464837711,0.05,6,1,nan
3784,0.9914790391921997,100,0.64,0.13,0.23,0.39,0.25,1.900108863723312,0.05,3,0,nan
3786,0.9803169965744019,100,0.58,0.23,0.19,0.32,0.26,1.9742163856106465,0.02,5,1,nan
3789,0.9844202399253845,100,0.76,0.06,0.18,0.47,0.29,1.7187006905963536,0.11,7,1,nan
3790,0.9942626953125,100,0.68,0.15,0.17,0.31,0.37,1.8996553159182463,0.09,4,0,nan
3792,0.993775486946106,100,0.75,0.1,0.15,0.39,0.36,1.8031499250692016,0.1,7,2,nan
3794,0.9907605648040771,100,0.68,0.24,0.08,0.16,0.52,1.6992365361682793,0.07,5,3,nan
3796,0.9925280213356018,100,0.63,0.11,0.26,0.44,0.19,1.831948245253246,0.07,4,0,nan
3797,0.9989012479782104,100,0.72,0.17,0.11,0.39,0.33,1.8424931039674977,0.13,4,0,nan
3798,0.9995150566101074,100,0.73,0.2,0.07,0.26,0.47,1.7501846392480465,0.1,4,0,nan
3800,0.9893659353256226,100,0.59,0.17,0.24,0.23,0.36,1.947004256176744,0.05,3,0,nan
3804,0.9854381680488586,100,0.76,0.13,0.11,0.47,0.29,1.7627902994907945,0.12,4,0,nan
3806,0.9995206594467163,100,0.68,0.16,0.16,0.39,0.29,1.8937348358314519,0.1,5,1,nan
3809,0.9973146319389343,100,0.62,0.23,0.15,0.38,0.24,1.922799895258694,0.06,6,1,nan
3819,0.9900558590888977,100,0.68,0.12,0.2,0.43,0.25,1.8550171787451302,0.08,5,1,nan
3822,0.9967060089111328,100,0.73,0.12,0.15,0.51,0.22,1.7536152198412398,0.08,5,1,nan
3823,0.9983277320861816,100,0.76,0.16,0.08,0.23,0.53,1.6876390989631163,0.13,5,1,nan
3826,0.9985735416412354,100,0.61,0.17,0.22,0.3,0.31,1.9600445157594746,0.07,4,0,nan
3833,0.9633532762527466,100,0.83,0.08,0.09,0.53,0.3,1.6106979200438656,0.13,5,5,nan
3834,0.9520180225372314,100,0.55,0.14,0.31,0.38,0.17,1.8859445063456086,0.05,5,1,nan
3837,0.9758381247520447,100,0.56,0.16,0.28,0.28,0.28,1.9656780552463373,0.02,4,0,nan
3842,0.9827855825424194,100,0.71,0.14,0.15,0.51,0.2,1.767470367962447,0.08,5,1,nan
3852,0.9987812638282776,100,0.59,0.29,0.12,0.17,0.42,1.845204200521553,0.05,4,0,nan
3854,0.9941396117210388,100,0.75,0.15,0.1,0.23,0.52,1.72098188761823,0.07,5,1,nan
3857,0.9637296199798584,100,0.64,0.23,0.13,0.25,0.39,1.900108863723312,0.04,5,1,nan
3858,0.9948782920837402,100,0.65,0.17,0.18,0.35,0.3,1.9310847718892572,0.11,3,0,nan
3861,0.9979921579360962,100,0.58,0.31,0.11,0.16,0.42,1.8227445379376115,0.05,5,1,nan
3862,0.9878160953521729,100,0.59,0.21,0.2,0.41,0.18,1.909901089860682,0.04,4,0,nan
3864,0.9910117983818054,100,0.74,0.24,0.02,0.25,0.49,1.611293318541514,0.07,6,3,nan
3867,0.9941627979278564,100,0.75,0.13,0.12,0.33,0.42,1.8031801493744752,0.17,4,0,nan
3875,0.9951462745666504,100,0.58,0.25,0.17,0.39,0.19,1.9196103664079278,0.05,4,0,nan
3876,0.9980416893959045,100,0.73,0.14,0.13,0.25,0.48,1.788023289538482,0.14,4,0,nan
3877,0.9792321920394897,100,0.8,0.09,0.11,0.27,0.53,1.6584079950921817,0.13,5,1,nan
3887,0.9888297319412231,100,0.73,0.18,0.09,0.18,0.55,1.6776420966871213,0.06,7,2,nan
3894,0.9830316305160522,100,0.76,0.14,0.1,0.37,0.39,1.7898290805589356,0.14,5,1,nan
3897,0.9964799284934998,100,0.6,0.17,0.23,0.45,0.15,1.8512007741794227,0.03,4,0,nan
3898,0.9849434494972229,100,0.53,0.12,0.35,0.3,0.23,1.9059252051817792,0.02,5,1,nan
3906,0.9998903274536133,100,0.68,0.15,0.17,0.56,0.12,1.680639660982092,0.04,5,2,nan
3909,0.9946106672286987,100,0.68,0.21,0.11,0.36,0.32,1.87975905242185,0.05,4,0,nan
3915,0.9808810949325562,100,0.67,0.17,0.16,0.14,0.53,1.7401599767556069,0.07,6,1,nan
3918,0.9831415414810181,100,0.63,0.18,0.19,0.36,0.27,1.9411708358574582,0.08,4,0,nan
3927,0.9820011854171753,100,0.68,0.2,0.12,0.31,0.37,1.8859764692080705,0.13,4,0,nan
3928,0.9997469782829285,100,0.73,0.13,0.14,0.31,0.42,1.8291951635413075,0.08,5,2,nan
3929,0.9868066310882568,100,0.78,0.07,0.15,0.52,0.26,1.6749647757393626,0.11,5,1,nan
3933,0.999691903591156,100,0.65,0.15,0.2,0.28,0.37,1.9198798579971337,0.14,4,0,nan
3938,0.9858960509300232,100,0.59,0.13,0.28,0.29,0.3,1.935857980970702,0.07,4,0,nan
3940,0.9918308854103088,100,0.58,0.2,0.22,0.3,0.28,1.9802690578383622,0.1,3,0,nan
3941,0.9989069104194641,100,0.66,0.19,0.15,0.4,0.26,1.8998308082075368,0.09,5,1,nan
3956,0.9725785851478577,100,0.62,0.16,0.22,0.35,0.27,1.9437125521596446,0.07,3,0,nan
3958,0.9526920318603516,100,0.71,0.11,0.18,0.45,0.26,1.8192839913999683,0.09,6,1,nan
3959,0.9918932914733887,100,0.74,0.14,0.12,0.15,0.59,1.6238380121353573,0.11,5,1,nan
3960,0.9975712895393372,100,0.77,0.09,0.14,0.55,0.22,1.6647104520180838,0.08,5,4,nan
3963,0.9780967235565186,100,0.71,0.18,0.11,0.39,0.32,1.8514253461087287,0.05,4,0,nan
3965,0.9968852400779724,100,0.73,0.16,0.11,0.34,0.39,1.83227448034323,0.14,5,1,nan
3967,0.9783068895339966,100,0.68,0.1,0.22,0.5,0.18,1.7580738290388045,0.01,5,1,nan
3971,0.998094916343689,100,0.61,0.17,0.22,0.31,0.3,1.9600445157594746,0.05,4,0,nan
3973,0.9813108444213867,100,0.69,0.02,0.29,0.49,0.2,1.5994482585938044,0.11,5,1,nan
3975,0.9997650384902954,100,0.71,0.09,0.2,0.5,0.21,1.7498625669965422,0.05,5,1,nan
3981,0.9994902610778809,100,0.73,0.1,0.17,0.41,0.32,1.8201983753800164,0.13,4,0,nan
3984,0.9999388456344604,100,0.74,0.1,0.16,0.56,0.18,1.668958123674114,0.06,5,2,nan
3986,0.9934049844741821,100,0.74,0.16,0.1,0.26,0.48,1.7687670532231494,0.09,5,1,nan
3990,0.972314178943634,100,0.75,0.16,0.09,0.4,0.35,1.7945426457592335,0.1,4,0,nan
3991,0.9991515278816223,100,0.77,0.14,0.09,0.26,0.51,1.7104819994347054,0.12,5,1,nan
3992,0.9901273250579834,100,0.72,0.12,0.16,0.48,0.24,1.7924876891689534,0.13,4,0,nan
3996,0.9989345669746399,100,0.72,0.17,0.11,0.28,0.44,1.8202407383355244,0.11,5,1,nan
4000,0.9637037515640259,100,0.74,0.15,0.11,0.57,0.17,1.6576691312968839,0.06,4,0,nan
4008,0.9893304109573364,100,0.5,0.28,0.22,0.16,0.34,1.9469844894732748,0.03,4,0,nan
4011,0.9585225582122803,100,0.66,0.2,0.14,0.28,0.38,1.906169048424496,0.1,4,0,nan
4012,0.9910296201705933,100,0.58,0.19,0.23,0.34,0.24,1.9662023461291378,0.06,4,0,nan
4013,0.972846508026123,100,0.66,0.14,0.2,0.16,0.5,1.7845127868218253,0.03,6,2,nan
4017,0.992975115776062,100,0.65,0.18,0.17,0.25,0.4,1.9086657211039246,0.09,4,0,nan
4023,0.9706612825393677,100,0.62,0.21,0.17,0.27,0.35,1.9475321664637528,0.02,5,2,nan
4026,0.9949135184288025,100,0.67,0.15,0.18,0.35,0.32,1.9119870442430922,0.09,5,1,nan
4027,0.9953506588935852,100,0.79,0.09,0.12,0.56,0.23,1.6358294333130066,0.11,4,0,nan
4028,0.9984530806541443,100,0.72,0.14,0.14,0.46,0.26,1.814843985095686,0.17,5,1,nan
4047,0.9988981485366821,100,0.66,0.16,0.18,0.36,0.3,1.9200295103133205,0.1,3,0,nan
4048,0.9628613591194153,100,0.76,0.16,0.08,0.34,0.42,1.76934550618253,0.14,3,0,nan
4056,0.9947829842567444,100,0.65,0.15,0.2,0.4,0.25,1.903701696057348,0.13,4,0,nan
4061,0.9987790584564209,100,0.65,0.1,0.25,0.37,0.28,1.8771422093834669,0.09,4,0,nan
4064,0.9961206316947937,100,0.62,0.22,0.16,0.37,0.25,1.9343194409481268,0.07,8,1,nan
4066,0.9861446619033813,100,0.73,0.1,0.17,0.47,0.26,1.7840236102682574,0.11,5,1,nan
4068,0.952938973903656,100,0.67,0.19,0.14,0.27,0.4,1.8911294095932973,0.09,5,1,nan
4070,0.9584171175956726,100,0.67,0.14,0.19,0.27,0.4,1.8911294095932973,0.1,3,0,nan
4072,0.9995047450065613,100,0.86,0.06,0.08,0.37,0.49,1.5700528708322918,0.16,5,2,nan
4075,0.9920849204063416,100,0.69,0.2,0.11,0.21,0.48,1.795764433617455,0.05,5,1,nan
4079,0.9975526332855225,100,0.7,0.15,0.15,0.35,0.35,1.881290899230693,0.11,4,0,nan
4080,0.9992085695266724,100,0.77,0.1,0.13,0.41,0.36,1.7728368945149997,0.13,3,0,nan
4083,0.989313006401062,100,0.68,0.18,0.14,0.34,0.34,1.9007652683768133,0.09,4,0,nan
4084,0.9779077768325806,100,0.58,0.18,0.24,0.31,0.27,1.973258207537963,0.08,4,0,nan
4089,0.9982309341430664,100,0.67,0.17,0.16,0.48,0.19,1.8210992788617308,0.06,6,2,nan
4090,0.9994893074035645,100,0.62,0.24,0.14,0.24,0.38,1.9158320452319428,0.07,3,0,nan
4091,0.9966398477554321,100,0.68,0.15,0.17,0.44,0.24,1.860413005047401,0.12,4,0,nan
4093,0.9694201946258545,100,0.69,0.19,0.12,0.28,0.41,1.8638987620643612,0.03,5,5,nan
4094,0.9961690306663513,100,0.7,0.23,0.07,0.2,0.5,1.7206083814727446,0.05,4,0,nan
4096,0.987187922000885,100,0.7,0.15,0.15,0.43,0.27,1.8546755409861306,0.08,4,0,nan
4097,0.9814324378967285,100,0.61,0.18,0.21,0.31,0.3,1.9630149958290821,0.07,4,0,nan
4098,0.9958488345146179,100,0.64,0.12,0.24,0.31,0.33,1.9128187739068874,0.09,4,0,nan
4104,0.9998561143875122,100,0.71,0.21,0.08,0.17,0.54,1.6789615968103542,0.05,4,0,nan
4108,0.9975231885910034,100,0.59,0.21,0.2,0.22,0.37,1.9485112106307958,0.07,4,0,nan
4110,0.9967910647392273,100,0.56,0.21,0.23,0.25,0.31,1.9842853774344595,0.06,3,0,nan
4111,0.9588204622268677,100,0.69,0.1,0.21,0.4,0.29,1.8516909949605078,0.07,3,0,nan
4112,0.9997388124465942,100,0.71,0.18,0.11,0.2,0.51,1.7554096680820706,0.04,4,0,nan
4121,0.992465078830719,100,0.63,0.25,0.12,0.29,0.34,1.9141447876323934,0.08,4,0,nan
4122,0.9980442523956299,100,0.62,0.11,0.27,0.42,0.2,1.850340149595934,0.05,4,0,nan
4125,0.9920074939727783,100,0.54,0.15,0.31,0.31,0.23,1.9458016381004712,0.06,3,0,nan
4128,0.9877532720565796,100,0.65,0.17,0.18,0.46,0.19,1.8504562791620436,0.06,4,0,nan
4129,0.9855789542198181,100,0.69,0.1,0.21,0.49,0.2,1.7736832789085244,0.02,4,0,nan
4136,0.9822461605072021,100,0.72,0.17,0.11,0.34,0.38,1.8445002075783865,0.16,4,0,nan
4146,0.9887958765029907,100,0.54,0.25,0.21,0.27,0.27,1.992866232379231,0.05,3,0,nan
4147,0.9972118139266968,100,0.78,0.12,0.1,0.48,0.3,1.7286187011707392,0.13,5,1,nan
4150,0.9975411295890808,100,0.69,0.15,0.16,0.31,0.38,1.887809289104953,0.16,4,0,nan
4151,0.9661961793899536,100,0.81,0.08,0.11,0.3,0.51,1.6583146086366036,0.13,5,1,nan
4155,0.9962112307548523,100,0.64,0.12,0.24,0.33,0.31,1.9128187739068876,0.04,5,1,nan
4157,0.9748087525367737,100,0.77,0.14,0.09,0.49,0.28,1.728266048764271,0.04,6,1,nan
4161,0.9980109930038452,100,0.63,0.21,0.16,0.47,0.16,1.8308127707026955,0.04,4,0,nan
4163,0.9987516403198242,100,0.62,0.23,0.15,0.26,0.36,1.9341160233044175,0.09,4,0,nan
4167,0.9968646168708801,100,0.62,0.18,0.2,0.36,0.26,1.9455967433017196,0.09,6,1,nan
4170,0.9566941261291504,100,0.79,0.08,0.13,0.45,0.34,1.7217277670429139,0.17,4,0,nan
4172,0.9967760443687439,100,0.74,0.13,0.13,0.39,0.35,1.8251859417710259,0.15,4,0,nan
4173,0.9942547082901001,100,0.65,0.17,0.18,0.28,0.37,1.9248438830437102,0.11,4,0,nan
4184,0.9934595823287964,100,0.84,0.11,0.05,0.33,0.51,1.5896353231865015,0.15,6,2,nan
4187,0.9983564615249634,100,0.7,0.16,0.14,0.46,0.24,1.8295970007273568,0.17,5,1,nan
4189,0.9954453110694885,100,0.67,0.07,0.26,0.45,0.22,1.7728181690654494,0.08,6,1,nan
4190,0.9875347018241882,100,0.59,0.24,0.17,0.31,0.28,1.966736272193029,0.06,3,0,nan
4194,0.9894202351570129,100,0.79,0.09,0.12,0.24,0.55,1.6482285969467374,0.09,6,1,nan
4197,0.9995598793029785,100,0.7,0.14,0.16,0.46,0.24,1.8295970007273568,0.1,4,0,nan
4199,0.9994267821311951,100,0.79,0.15,0.06,0.29,0.5,1.671982266915819,0.1,5,1,nan
4201,0.9735231399536133,100,0.79,0.11,0.1,0.44,0.35,1.733726934104737,0.12,5,1,nan
4207,0.9976459741592407,100,0.76,0.11,0.13,0.4,0.36,1.7923173098921028,0.16,4,0,nan
4210,0.9968995451927185,100,0.58,0.17,0.25,0.38,0.2,1.9294253852324508,0.05,3,0,nan
4212,0.9997199773788452,100,0.79,0.17,0.04,0.25,0.54,1.6003842081502127,0.11,4,0,nan
4216,0.9983214735984802,100,0.75,0.1,0.15,0.42,0.33,1.7962064139893419,0.07,5,2,nan
4217,0.9825611710548401,100,0.8,0.11,0.09,0.36,0.44,1.7147025488751706,0.18,4,0,nan
4219,0.9511325359344482,100,0.73,0.15,0.12,0.54,0.19,1.7128816216243539,0.05,4,0,nan
4227,0.9947594404220581,100,0.64,0.17,0.19,0.27,0.37,1.9305639083410377,0.03,4,0,nan
4229,0.9996640682220459,100,0.77,0.08,0.15,0.32,0.45,1.7464887070850934,0.13,5,1,nan
4231,0.9902046918869019,100,0.69,0.16,0.15,0.46,0.23,1.8365648507541081,0.08,3,0,nan
4232,0.9878130555152893,100,0.59,0.27,0.14,0.26,0.33,1.94024248899755,0.07,5,1,nan
4233,0.9739413261413574,100,0.61,0.18,0.21,0.41,0.2,1.909901089860682,0.07,5,2,nan
4237,0.9993079304695129,100,0.63,0.25,0.12,0.21,0.42,1.865536665893886,0.06,5,1,nan
4239,0.9772647023200989,100,0.64,0.21,0.15,0.18,0.46,1.844010941604065,0.05,4,0,nan
4251,0.9994799494743347,100,0.71,0.19,0.1,0.19,0.52,1.733222271744058,0.08,5,1,nan
4252,0.9990137815475464,100,0.72,0.12,0.16,0.49,0.23,1.782033616178621,0.07,5,1,nan
4253,0.9990488886833191,100,0.7,0.18,0.12,0.26,0.44,1.8388099505114748,0.12,4,0,nan
4257,0.9988268613815308,100,0.77,0.1,0.13,0.27,0.5,1.7248584964561477,0.11,4,0,nan
4258,0.9969637989997864,100,0.63,0.16,0.21,0.23,0.4,1.9122790431431271,0.04,3,0,nan
4260,0.958051860332489,100,0.7,0.19,0.11,0.22,0.48,1.7943555277239804,0.13,4,0,nan
4261,0.9580732583999634,100,0.62,0.23,0.15,0.31,0.31,1.945801638100471,0.07,5,1,nan
4265,0.9989697337150574,100,0.73,0.12,0.15,0.21,0.52,1.7410117881300005,0.06,4,0,nan
4266,0.9965004920959473,100,0.64,0.15,0.21,0.23,0.41,1.8984203698633801,0.06,4,0,nan
4268,0.9517865180969238,100,0.62,0.17,0.21,0.31,0.31,1.9549991355387646,0.09,5,1,nan
4269,0.9946497082710266,100,0.59,0.22,0.19,0.34,0.25,1.9649735926514416,0.07,3,0,nan
4270,0.99695885181427,100,0.78,0.11,0.11,0.38,0.4,1.7597975406110118,0.14,5,2,nan
4273,0.9985061287879944,100,0.6,0.18,0.22,0.26,0.34,1.9603430406731037,0.08,3,0,nan
4290,0.9797687530517578,100,0.67,0.18,0.15,0.2,0.47,1.8321937209078687,0.07,4,0,nan
4293,0.9994757771492004,100,0.73,0.14,0.13,0.39,0.34,1.838725105946926,0.09,5,2,nan
4295,0.9707896709442139,100,0.69,0.12,0.19,0.49,0.2,1.79096101953998,0.06,4,0,nan
4296,0.9984762072563171,100,0.82,0.09,0.09,0.48,0.34,1.662750323143838,0.13,5,2,nan
4299,0.9865034818649292,100,0.57,0.22,0.21,0.38,0.19,1.939075892228136,0.05,4,0,nan
4300,0.9978436231613159,100,0.73,0.14,0.13,0.4,0.33,1.8363480399850836,0.07,5,2,nan
4307,0.9984534382820129,100,0.67,0.19,0.14,0.23,0.44,1.8611511110388554,0.06,4,0,nan
4320,0.9981748461723328,100,0.62,0.14,0.24,0.26,0.36,1.9271481732776663,0.07,4,0,nan
4322,0.9722575545310974,100,0.61,0.21,0.18,0.42,0.19,1.8990034856102083,0.03,5,2,nan
4324,0.956096351146698,100,0.59,0.14,0.27,0.36,0.23,1.9254146246901784,0.09,3,0,nan
4334,0.9862240552902222,100,0.73,0.12,0.15,0.2,0.53,1.72744364045094,0.08,5,1,nan
4339,0.9950177073478699,100,0.64,0.15,0.21,0.3,0.34,1.9336313969422365,0.07,4,0,nan
4341,0.992469072341919,100,0.68,0.2,0.12,0.29,0.39,1.8791537167674406,0.08,4,0,nan
4344,0.9870957136154175,100,0.65,0.15,0.2,0.52,0.13,1.7481511646642645,0.01,4,0,nan
4345,0.9896500706672668,100,0.68,0.2,0.12,0.28,0.4,1.8744444545796393,0.16,5,1,nan
4348,0.9635096192359924,100,0.69,0.17,0.14,0.28,0.41,1.8733021176045588,0.1,5,2,nan
4349,0.9997841119766235,100,0.81,0.05,0.14,0.58,0.23,1.5566818688751873,0.1,5,3,nan
4351,0.9682208895683289,100,0.58,0.16,0.26,0.29,0.29,1.9641128858840489,0.06,4,0,nan
4352,0.9639575481414795,100,0.68,0.13,0.19,0.37,0.31,1.8923941973594585,0.1,5,1,nan
4360,0.9891566634178162,100,0.67,0.27,0.06,0.33,0.34,1.8105513887339137,0.11,7,2,nan
4367,0.9968482851982117,100,0.6,0.2,0.2,0.28,0.32,1.9690255736436506,0.06,5,1,nan
4374,0.9967430233955383,100,0.68,0.19,0.13,0.18,0.5,1.783178203715123,0.07,4,0,nan
4384,0.9944185614585876,100,0.65,0.19,0.16,0.45,0.2,1.8610304498946175,0.09,5,2,nan
4385,0.9859673380851746,100,0.71,0.13,0.16,0.26,0.45,1.8293508063513453,0.13,4,0,nan
4387,0.9866535663604736,100,0.66,0.14,0.2,0.34,0.32,1.9167035156840724,0.1,5,1,nan
4388,0.9896585941314697,100,0.59,0.16,0.25,0.4,0.19,1.9070146768218172,0.02,5,2,nan
4390,0.985599935054779,100,0.8,0.09,0.11,0.46,0.34,1.7074495957834726,0.14,4,0,nan
4392,0.9897006750106812,100,0.7,0.14,0.16,0.27,0.43,1.8537130305806215,0.11,4,0,nan
4393,0.975768506526947,100,0.56,0.2,0.24,0.27,0.29,1.9864454564530423,0.1,3,0,nan
4396,0.9991872906684875,100,0.73,0.09,0.18,0.28,0.45,1.7905831678608175,0.11,4,0,nan
4398,0.9799402356147766,100,0.52,0.28,0.2,0.14,0.38,1.906169048424496,0.06,4,0,nan
4402,0.9914310574531555,100,0.62,0.12,0.26,0.31,0.31,1.9199446505316393,0.06,4,0,nan
4403,0.9855347275733948,100,0.79,0.12,0.09,0.53,0.26,1.6704552719231982,0.11,5,3,nan
4407,0.987643301486969,100,0.74,0.11,0.15,0.38,0.36,1.8218996667555492,0.17,4,0,nan
4419,0.9862145185470581,100,0.72,0.21,0.07,0.36,0.36,1.8026086854086878,0.06,6,1,nan
4421,0.9783467650413513,100,0.58,0.21,0.21,0.25,0.33,1.9734687653756746,0.08,3,0,nan
4425,0.9968873262405396,100,0.7,0.11,0.19,0.47,0.23,1.8051364739887383,0.11,6,1,nan
4426,0.9651543498039246,100,0.69,0.17,0.14,0.31,0.38,1.8859445063456086,0.12,4,0,nan
4428,0.9981860518455505,100,0.68,0.22,0.1,0.45,0.23,1.8188352809443167,0.07,4,0,nan
4429,0.9566721320152283,100,0.65,0.14,0.21,0.37,0.28,1.9148827184442798,0.05,4,0,nan
4433,0.995499312877655,100,0.64,0.16,0.2,0.3,0.34,1.9376660260895813,0.09,3,0,nan
4440,0.9867172241210938,100,0.62,0.22,0.16,0.3,0.32,1.9507140549919635,0.03,5,3,nan
4442,0.997657299041748,100,0.65,0.16,0.19,0.23,0.42,1.8915573947602513,0.07,4,0,nan
4444,0.9856903553009033,100,0.65,0.16,0.19,0.52,0.13,1.7514641454287336,0.04,4,0,nan
4448,0.9993007779121399,100,0.64,0.17,0.19,0.23,0.41,1.9048657074213584,0.06,5,1,nan
4451,0.980023980140686,100,0.65,0.18,0.17,0.4,0.25,1.9086657211039246,0.1,4,0,nan
4454,0.9984496235847473,100,0.74,0.16,0.1,0.24,0.5,1.7493442852255487,0.11,4,0,nan
4456,0.9730241298675537,100,0.77,0.07,0.16,0.49,0.28,1.7100741434381113,0.13,5,2,nan
4468,0.9930530786514282,100,0.72,0.07,0.21,0.54,0.18,1.6667289350192633,0.07,7,3,nan
4469,0.9992356300354004,100,0.62,0.23,0.15,0.25,0.37,1.9289415578139413,0.07,3,0,nan
4471,0.9908847212791443,100,0.53,0.28,0.19,0.31,0.22,1.9738147717241774,0.03,5,1,nan
4473,0.9866401553153992,100,0.65,0.13,0.22,0.18,0.47,1.8204808097680716,0.08,4,0,nan
4476,0.9879474639892578,100,0.69,0.12,0.19,0.5,0.19,1.777520139692261,0.1,5,3,nan
4484,0.9853063225746155,100,0.89,0.01,0.1,0.51,0.38,1.4245140007719632,0.15,5,2,nan
4485,0.9925774931907654,100,0.75,0.14,0.11,0.39,0.36,1.8078091567610484,0.1,5,2,nan
4487,0.9909239411354065,100,0.66,0.2,0.14,0.43,0.23,1.8727277872941726,0.09,4,0,nan
4493,0.998731255531311,100,0.69,0.14,0.17,0.48,0.21,1.812789158544408,0.07,4,0,nan
4495,0.983387291431427,100,0.68,0.14,0.18,0.39,0.29,1.890118646483771,0.08,3,0,nan
4496,0.9996025562286377,100,0.66,0.22,0.12,0.3,0.36,1.8993455543861928,0.09,4,0,nan
4497,0.9990490674972534,100,0.78,0.09,0.13,0.41,0.37,1.7534117091104489,0.14,6,2,nan
4504,0.997879683971405,100,0.71,0.19,0.1,0.29,0.42,1.830969346577632,0.12,4,0,nan
4506,0.9991161823272705,100,0.7,0.16,0.14,0.25,0.45,1.8385285598946255,0.11,4,0,nan
4510,0.9630575180053711,100,0.59,0.17,0.24,0.24,0.35,1.9529564504852739,0.08,4,0,nan
4514,0.9752169847488403,100,0.73,0.1,0.17,0.35,0.38,1.82733318623413,0.11,4,0,nan
4515,0.9971466660499573,100,0.77,0.11,0.12,0.48,0.29,1.7435267227049323,0.14,4,0,nan
4517,0.9541218876838684,100,0.84,0.11,0.05,0.36,0.48,1.6052673061148663,0.16,4,0,nan
4518,0.9924219250679016,100,0.74,0.09,0.17,0.56,0.18,1.6609890000204843,0.06,7,2,nan
4519,0.9989758133888245,100,0.66,0.2,0.14,0.25,0.41,1.8888805123720922,0.1,4,0,nan
4520,0.9972271919250488,100,0.79,0.08,0.13,0.29,0.5,1.6920564429420244,0.13,5,1,nan
4523,0.9886881113052368,100,0.7,0.16,0.14,0.42,0.28,1.859993804943452,0.1,4,0,nan
4528,0.9918617010116577,100,0.66,0.16,0.18,0.24,0.42,1.8881053717749516,0.09,4,0,nan
